Torbens_MetaG_Dir_Name	taxon_oid	Domain	Sequencing_Status	Study_Name	Genome_Name_/_Sample_Name	Sequencing_Center	IMG_Genome_ID	JGI_Project_ID_/_ITS_SP_ID	Geographic_Location	GOLD_Ecosystem	GOLD_Ecosystem_Category	GOLD_Ecosystem_Subtype	GOLD_Ecosystem_Type	GOLD_Sequencing_Depth	GOLD_Sequencing_Quality	GOLD_Sequencing_Status	GOLD_Sequencing_Strategy	GOLD_Specific_Ecosystem	Habitat	Latitude	Longitude	Genome_Size_assembled	Gene_Count_assembled
1139273	3300015308	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_20JUN2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015308	1139273	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	166838124	300368
1139274	3300015302	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_20JUN2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015302	1139274	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	152903272	276804
1139275	3300015307	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_NF_20JUN2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015307	1139275	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	159840182	288936
1139276	3300015361	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_20JUN2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015361	1139276	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	306560690	551381
1139278	3300015333	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015333	1139278	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	213340787	360339
1139279	3300015325	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015325	1139279	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	191569589	332041
1139280	3300015339	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015339	1139280	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	225650998	382252
1139281	3300015336	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015336	1139281	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	214307302	367005
1139282	3300015337	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015337	1139282	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	215944548	369679
1139283	3300015330	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015330	1139283	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	199903829	340619
1139284	3300015328	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015328	1139284	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	197047115	338761
1139285	3300015268	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015268	1139285	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	113125300	210848
1139286	3300015343	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015343	1139286	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	307104549	537191
1139287	3300015283	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015283	1139287	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	128499668	233654
1139288	3300015296	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_MAIN_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015296	1139288	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	149490542	270134
1139289	3300015305	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015305	1139289	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	154031893	280835
1139290	3300015355	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015355	1139290	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	489276978	824089
1139291	3300015281	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015281	1139291	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	126119847	231836
1139292	3300015351	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_12JUL2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015351	1139292	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	363336674	619538
1139293	3300015310	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015310	1139293	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	173272175	302424
1139294	3300015350	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015350	1139294	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	383572455	619298
1139295	3300015313	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015313	1139295	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	176368866	303160
1139296	3300015320	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015320	1139296	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	189049089	320220
1139297	3300015326	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015326	1139297	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	189941300	335827
1139298	3300015354	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015354	1139298	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	482999211	753987
1139299	3300015312	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015312	1139299	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	175800154	302884
1139300	3300015352	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015352	1139300	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	403652196	634163
1139301	3300015276	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015276	1139301	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	114975289	212990
1139302	3300015287	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015287	1139302	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	129184599	239789
1139303	3300015275	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015275	1139303	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	114024075	211130
1139304	3300015288	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_MAIN_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015288	1139304	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	127520474	240249
1139305	3300015279	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015279	1139305	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	125906585	230588
1139306	3300015295	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015295	1139306	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	142742301	262676
1139307	3300015286	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015286	1139307	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	128539816	239517
1139308	3300015347	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_01AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015347	1139308	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	339176096	589993
1139310	3300015353	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015353	1139310	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	426975782	739994
1139311	3300015306	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015306	1139311	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	142253563	285885
1139312	3300015318	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015318	1139312	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	166323135	319000
1139313	3300015311	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015311	1139313	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	168304519	302902
1139314	3300015270	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015270	1139314	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	136741426	253132
1139315	3300015301	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015301	1139315	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	144232440	276433
1139316	3300015349	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015349	1139316	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	372049321	617888
1139317	3300015285	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015285	1139317	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	124976447	237882
1139318	3300015341	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015341	1139318	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	272755630	488695
1139319	3300015274	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015274	1139319	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	102360222	196775
1139320	3300015344	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_MAIN_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300015344	1139320	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	307379670	550360
1139321	3300017427	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017427	1139321	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	239358378	428603
1139322	3300017438	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017438	1139322	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	263673724	469590
1139323	3300017430	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017430	1139323	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	249302929	444669
1139324	3300017443	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_22AUG2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017443	1139324	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	280914566	505124
1139325	3300017435	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017435	1139325	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	224747035	452373
1139326	3300017414	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017414	1139326	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	298480482	536860
1139327	3300017432	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017432	1139327	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	231153194	446720
1139328	3300017408	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017408	1139328	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	217594304	446060
1139329	3300017445	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017445	1139329	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	277635075	511348
1139330	3300017412	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017412	1139330	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	280317488	525556
1139331	3300017439	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017439	1139331	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	237535913	473599
1139332	3300017422	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017422	1139332	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	208121115	407788
1139333	3300017415	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017415	1139333	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	202701730	370098
